23,26,585,749,0,1
23,26,578,760,0,1
23,26,572,769,0,1
23,26,493,774,0,1
23,26,488,779,0,1
23,26,568,790,0,1
23,26,536,798,0,1
23,26,509,797,0,1
23,26,476,803,0,1
23,26,510,809,0,1
23,26,481,815,0,1
23,26,481,824,0,1
23,26,475,832,0,1
23,26,469,845,0,1
23,26,464,852,0,1
23,26,464,861,0,1
23,26,455,880,0,1
23,26,454,891,0,1
23,26,458,897,0,1
23,27,464,900,0,1
23,27,473,908,0,1
23,27,464,918,0,1
23,27,498,925,0,1
23,27,530,929,0,1
23,27,533,936,0,1
23,27,524,950,0,1
23,27,498,961,0,1
23,27,516,963,0,1
23,27,501,958,0,1
23,27,522,965,0,1
23,27,520,979,0,1
23,27,505,978,0,1
23,27,488,983,0,1
23,27,512,992,0,1
23,27,511,997,0,1
23,27,501,999,0,1
23,27,503,1001,0,1
23,27,483,1009,0,1
23,27,483,1019,0,1
23,27,473,1021,0,1
23,27,470,1024,0,1
23,27,480,1030,0,1
23,27,464,1026,0,1
23,27,474,1028,0,1
23,27,470,1034,0,1
23,28,454,1055,0,1
23,27,454,1055,0,1
23,28,454,1050,0,1
23,28,454,1051,0,1
23,28,445,1053,0,1
23,28,439,1055,0,1
23,28,444,1055,0,1
23,28,454,1059,0,1
23,28,455,1060,0,1
23,28,451,1073,0,1
23,28,451,1078,0,1
23,28,454,1081,0,1
23,28,454,1082,0,1
23,28,457,1088,0,1
23,28,464,1090,0,1
23,28,464,1086,0,1
23,28,464,1092,0,1
23,28,471,1103,0,1
23,28,475,1104,0,1
23,28,471,1103,0,1
23,28,467,1112,0,1
23,28,466,1105,0,1
23,28,464,1104,0,1
23,28,467,1117,0,1
23,28,467,1121,0,1
23,28,466,1115,0,1
23,28,459,1120,0,1
23,28,464,1123,0,1
23,28,470,1116,0,1
23,28,464,1126,0,1
23,28,464,1112,0,1
23,28,449,1104,0,1
23,28,464,1108,0,1
23,28,462,1127,0,1
23,28,469,1128,0,1
23,28,469,1124,0,1
23,28,469,1130,0,1
23,28,464,1138,0,1
23,28,456,1144,0,1
23,28,457,1140,0,1
23,28,450,1139,0,1
23,28,446,1167,0,1
23,28,451,1159,0,1
23,28,454,1157,0,1
23,28,448,1159,0,1
23,28,444,1156,0,1
23,28,444,1160,0,1
23,28,444,1169,0,1
23,29,444,1176,0,1
23,29,444,1175,0,1
23,28,444,1166,0,1
23,27,444,1140,0,1
23,27,444,1089,0,1
23,27,435,1042,0,1
23,27,432,1051,0,1
23,28,429,1059,0,1
23,27,429,1064,0,1
22,27,429,1061,0,1
23,27,429,1058,0,1
23,28,429,1061,0,1
22,28,429,1070,0,1
22,28,429,1074,0,1
23,28,429,1086,0,1
22,28,429,1089,0,1
22,28,429,1085,0,1
22,28,429,1085,0,1
23,28,429,1088,0,1
22,28,429,1091,0,1
23,28,429,1091,0,1
22,28,429,1088,0,1
22,28,429,1087,0,1
22,27,432,1079,0,1
22,27,432,1077,0,1
22,27,439,1064,0,1
22,27,429,1056,0,1
22,27,432,1043,0,1
22,27,432,1039,0,1
22,27,436,1028,0,1
22,27,438,1020,0,1
22,27,444,1018,0,1
22,27,435,1015,0,1
22,27,434,1006,0,1
22,27,432,1002,0,1
22,26,438,993,0,1
22,26,439,983,0,1
22,26,432,976,0,1
22,26,432,980,0,1
22,26,434,971,0,1
22,26,444,966,0,1
22,26,444,963,0,1
22,26,441,952,0,1
22,26,444,948,0,1
22,26,444,945,0,1
22,26,441,941,0,1
22,26,438,929,0,1
22,26,441,923,0,1
22,26,440,919,0,1
22,26,439,918,0,1
22,25,438,919,0,1
22,25,439,927,0,1
22,25,432,920,0,1
22,25,432,902,0,1
22,25,429,904,0,1
22,25,429,897,0,1
22,25,429,892,0,1
22,25,433,882,0,1
22,25,436,887,0,1
22,25,442,889,0,1
22,25,443,889,0,1
22,25,438,880,0,1
22,25,442,868,0,1
22,25,439,861,0,1
22,25,439,860,0,1
22,25,435,864,0,1
22,25,430,859,0,1
22,25,440,854,0,1
22,25,428,847,0,1
22,25,432,837,0,1
22,25,431,834,0,1
22,25,429,832,0,1
22,25,433,832,0,1
22,25,433,836,0,1
22,25,428,832,0,1
22,25,428,821,0,1
22,25,425,832,0,1
22,25,429,832,0,1
22,25,433,830,0,1
22,25,433,821,0,1
22,25,433,818,0,1
22,24,433,819,0,1
22,25,433,822,0,1
22,24,433,818,0,1
22,25,433,812,0,1
22,24,433,816,0,1
22,24,433,822,0,1
22,24,433,825,0,1
22,24,433,816,0,1
22,24,433,811,0,1
22,24,433,811,0,1
22,24,433,812,0,1
22,24,426,814,0,1
22,24,430,824,0,1
22,25,433,834,0,1
22,25,433,837,0,1
22,25,433,841,0,1
22,25,433,845,0,1
22,25,433,854,0,1
22,25,428,850,0,1
22,25,424,845,0,1
22,25,433,854,0,1
22,25,428,849,0,0
22,25,422,853,0,0
22,25,423,853,0,0
22,25,424,852,0,0
22,25,427,853,0,0
22,25,421,845,0,0
22,25,426,834,0,0
22,25,421,826,0,0
22,25,419,819,0,0
22,25,419,829,0,0
22,25,419,824,0,0
22,24,419,814,0,0
22,24,419,813,0,0
22,24,419,813,0,0
22,24,419,811,0,0
22,24,419,804,0,0
22,24,419,807,0,0
22,24,419,802,0,0
22,24,419,796,0,0
22,24,419,794,0,0
22,24,419,790,0,0
22,24,419,789,0,0
22,24,419,782,0,0
22,24,419,772,0,1
22,24,419,772,0,1
22,24,419,773,0,1
22,24,419,773,0,1
22,24,416,771,0,1
22,24,418,782,0,1
22,25,415,796,0,1
22,25,310,809,0,1
22,25,0,805,0,0
22,24,0,791,0,0
22,25,0,779,0,0
22,24,0,780,0,0
22,24,0,781,0,0
22,24,0,781,0,0
22,24,0,778,0,0
22,24,0,769,0,0
22,24,0,766,0,0
22,24,0,763,0,0
22,24,0,762,0,0
22,24,0,761,0,0
22,24,0,761,0,0
22,24,0,757,0,0
22,24,0,752,0,0
22,24,0,748,0,0
22,24,0,746,0,0
22,24,0,745,0,0
22,24,0,740,0,0
22,24,0,738,0,0
22,24,0,732,0,0
22,24,0,727,0,0
22,24,0,716,0,0
22,24,0,723,0,0
22,24,0,718,0,0
22,24,0,716,0,0
21,24,0,714,0,0
21,24,0,714,0,0
21,24,0,715,0,0
21,24,0,706,0,0
21,24,0,706,0,0
21,24,0,698,0,0
21,24,0,692,0,0
21,24,0,694,0,0
21,24,0,697,0,0
21,24,0,692,0,0
21,24,0,691,0,0
21,24,0,689,0,0
21,24,0,689,0,0
21,24,0,687,0,0
21,24,0,679,0,0
21,24,0,668,0,0
21,24,0,665,0,0
21,24,0,664,0,0
21,24,0,668,0,0
21,24,0,661,0,0
21,24,0,658,0,0
21,24,0,656,0,0
21,24,0,654,0,0
21,24,0,653,0,0
21,24,0,650,0,0
21,24,0,650,0,0
21,24,0,648,0,0
21,24,0,640,0,0
21,24,0,638,0,0
21,24,0,636,0,0
21,24,0,636,0,0
21,24,0,635,0,0
21,24,0,635,0,0
21,24,0,627,0,0
21,24,0,626,0,0
21,24,0,621,0,0
21,24,0,621,0,0
21,24,0,620,0,0
21,24,0,617,0,0
21,24,0,612,0,0
21,24,0,614,0,0
21,24,0,617,0,0
21,23,0,614,0,0
21,23,0,610,0,0
21,23,0,603,0,0
21,23,0,603,0,0
21,23,0,602,0,0
21,24,0,605,0,0
21,23,0,604,0,0
21,23,0,599,0,0
21,24,0,600,0,0
21,23,0,596,0,0
21,23,0,597,0,0
21,23,0,594,0,0
21,23,0,590,0,0
21,23,0,586,0,0
21,23,0,588,0,0
21,23,0,585,0,0
21,23,0,584,0,0
21,23,0,587,0,0
21,23,0,585,0,0
21,23,0,579,0,0
21,23,0,579,0,0
21,23,0,581,0,0
21,23,0,581,0,0
21,23,0,577,0,0
21,23,0,577,0,0
21,23,0,574,0,0
21,23,0,569,0,0
21,23,0,565,0,0
21,23,0,561,0,0
21,23,0,567,0,0
21,23,0,565,0,0
21,23,0,563,0,0
21,23,0,559,0,0
21,23,0,559,0,0
21,23,0,550,0,0
21,23,0,553,0,0
21,23,0,552,0,0
21,23,0,553,0,0
21,23,0,545,0,0
21,23,0,548,0,0
21,23,0,547,0,0
21,23,0,545,0,0
21,23,0,544,0,0
21,23,0,545,0,0
21,23,0,547,0,0
21,23,0,545,0,0
21,23,0,541,0,0
21,23,0,540,0,0
21,23,0,533,0,0
21,23,0,528,0,0
21,23,0,537,0,0
21,23,0,539,0,0
21,23,0,535,0,0
21,23,0,537,0,0
21,23,0,535,0,0
21,23,0,533,0,0
21,23,0,524,0,0
21,23,0,524,0,0
21,23,0,522,0,0
21,23,0,521,0,0
21,23,0,519,0,0
21,23,0,523,0,0
21,23,0,523,0,0
21,23,0,519,0,0
21,23,0,519,0,0
21,23,0,519,0,0
21,23,0,520,0,0
21,23,0,524,0,0
21,23,0,520,0,0
21,23,0,519,0,0
21,23,0,523,0,0
21,23,0,517,0,0
21,23,0,514,0,0
21,23,0,516,0,0
21,23,0,521,0,0
21,23,0,520,0,0
21,23,0,517,0,0
21,23,0,514,0,0
21,23,0,516,0,0
21,23,0,520,0,0
21,23,0,519,0,0
21,23,0,519,0,0
21,23,0,509,0,0
21,23,0,508,0,0
20,23,0,504,0,0
21,23,0,506,0,0
20,23,0,509,0,0
20,23,0,507,0,0
21,23,0,509,0,0
20,23,0,509,0,0
20,23,0,508,0,0
20,23,0,510,0,0
20,23,0,504,0,0
20,23,0,499,0,0
20,23,0,495,0,0
20,23,0,496,0,0
20,23,0,494,0,0
20,23,0,492,0,0
20,23,0,494,0,0
20,23,0,492,0,0
20,23,0,493,0,0
20,23,0,484,0,0
20,23,0,489,0,0
20,23,0,494,0,0
20,23,0,495,0,0
20,23,0,501,0,0
20,23,0,499,0,0
20,23,0,492,0,0
20,23,0,494,0,0
20,23,0,494,0,0
20,23,0,489,0,0
20,23,0,490,0,0
20,23,0,495,0,0
20,23,0,498,0,0
20,23,0,495,0,0
20,23,0,490,0,0
20,23,0,492,0,0
20,23,0,491,0,0
20,22,0,488,0,0
20,22,0,488,0,0
20,23,0,485,0,0
20,23,0,490,0,0
20,22,0,489,0,0
20,22,0,485,0,0
20,22,0,485,0,0
20,22,0,485,0,0
20,22,0,485,0,0
20,22,0,484,0,0
20,22,0,483,0,0
20,22,0,481,0,0
20,22,0,476,0,0
20,22,0,475,0,0
20,22,0,476,0,0
20,22,0,478,0,0
20,22,0,481,0,0
20,22,0,483,0,0
20,22,0,480,0,0
20,22,0,480,0,0
20,22,0,470,0,0
20,22,0,474,0,0
20,22,0,482,0,0
20,22,0,480,0,0
20,22,0,480,0,0
20,22,0,481,0,0
20,22,0,483,0,0
20,22,0,475,0,0
20,22,0,475,0,0
20,22,0,477,0,0
20,22,0,475,0,0
20,22,0,479,0,0
20,22,0,475,0,0
20,22,0,474,0,0
20,22,0,477,0,0
20,22,0,473,0,0
20,22,0,470,0,0
20,22,0,468,0,0
20,22,0,471,0,0
20,22,0,471,0,0
20,22,0,468,0,0
20,22,0,468,0,0
20,22,0,467,0,0
20,22,0,469,0,0
20,22,0,471,0,0
20,22,0,470,0,0
20,22,0,466,0,0
20,22,0,466,0,0
20,22,0,468,0,0
20,22,0,467,0,0
20,22,0,469,0,0
20,22,0,469,0,0
20,22,0,469,0,0
20,22,0,467,0,0
20,22,0,461,0,0
20,22,0,469,0,0
20,22,0,468,0,0
20,22,0,469,0,0
20,22,0,467,0,0
20,22,0,467,0,0
20,22,0,467,0,0
20,22,0,471,0,0
20,22,0,471,0,0
20,22,0,464,0,0
20,22,0,461,0,0
20,22,0,458,0,0
20,22,0,459,0,0
20,22,0,460,0,0
20,22,0,465,0,0
20,22,0,465,0,0
20,22,0,459,0,0
20,22,0,463,0,0
20,22,0,460,0,0
20,22,0,461,0,0
20,22,0,466,0,0
20,22,0,460,0,0
20,22,0,457,0,0
20,22,0,464,0,0
20,22,0,464,0,0
20,22,0,459,0,0
20,22,0,459,0,0
20,22,0,459,0,0
20,22,0,463,0,0
20,22,0,461,0,0
20,22,0,454,0,0
20,22,0,458,0,0
20,22,0,463,0,0
20,22,0,463,0,0
20,22,0,460,0,0
20,22,0,455,0,0
20,22,0,455,0,0
20,22,0,456,0,0
20,22,0,459,0,0
20,22,0,462,0,0
20,22,0,460,0,0
20,22,0,462,0,0
20,22,0,461,0,0
20,22,0,461,0,0
20,22,0,460,0,0
20,22,0,456,0,0
20,22,0,457,0,0
20,22,0,455,0,0
20,22,0,455,0,0
20,22,0,451,0,0
20,22,0,453,0,0
20,22,0,456,0,0
20,22,0,453,0,0
20,22,0,452,0,0
20,22,0,454,0,0
20,22,0,452,0,0
20,22,0,456,0,0
20,22,0,451,0,0
20,22,0,449,0,0
20,22,0,449,0,0
20,22,0,452,0,0
20,22,0,451,0,0
20,22,0,453,0,0
20,22,0,453,0,0
20,22,0,456,0,0
20,22,0,455,0,0
20,22,0,458,0,0
20,22,0,458,0,0
20,22,0,455,0,0
20,22,0,455,0,0
20,22,0,453,0,0
20,22,0,454,0,0
20,22,0,457,0,0
20,22,0,449,0,0
20,22,0,452,0,0
20,22,0,453,0,0
20,22,0,452,0,0
20,22,0,450,0,0
20,22,0,450,0,0
20,22,0,451,0,0
20,22,0,454,0,0
20,22,0,457,0,0
20,22,0,456,0,0
20,22,0,456,0,0
20,22,0,453,0,0
20,22,0,454,0,0
20,22,0,454,0,0
20,22,0,451,0,0
20,22,0,450,0,0
20,22,0,449,0,0
20,22,0,452,0,0
20,22,0,452,0,0
20,22,0,454,0,0
20,22,0,453,0,0
20,22,0,454,0,0
20,22,0,450,0,0
20,22,0,451,0,0
20,22,0,450,0,0
